incentive_level,retention
88.20204256846253,True
27.142424762189364,True
94.97520367573992,False
80.2471208324865,True
66.9170586625822,False
56.558601675186495,False
94.52102310035376,False
49.86102344736864,False
63.113711618724146,False
89.1504975360571,True
10.469944157017974,True
12.213255465490402,False
83.64719997990215,True
18.229989409451196,False
86.85910872771458,False
44.753349013976354,False
15.579235569252214,False
84.02736000452268,True
77.77838624757982,True
87.11972392384169,True
61.807412050800515,True
69.95521348791188,False
67.77591464261369,False
35.97271564387824,False
20.292521900183978,False
56.24408052948754,False
29.680196148762406,False
42.37778440783069,False
87.03210798674246,True
11.324491531933688,False
96.50233529982964,True
86.71751986344462,False
86.73926536139588,False
5.2779159239356055,False
30.91250033280214,False
52.878118062295485,False
81.47681408078695,True
1.598546038725679,False
87.1288736152683,True
49.52850637770069,False
91.14355170112168,True
90.55601056328226,True
7.268527851522732,False
22.035071717394604,False
4.048708496929199,True
30.936996613288635,False
67.2523898782231,False
14.921388318514794,False
61.65829861498595,False
32.72301160162174,False
49.358699745958646,False
1.784014660356814,False
8.272733621776462,True
49.774966901453176,True
46.55698732859658,False
73.72498973822329,False
90.98634994445969,False
5.202243838872455,False
31.61650373531375,True
2.1171140850129166,True
34.84451984010675,False
40.66357073564174,False
8.369368371732012,True
90.31426773191492,False
39.9371318341328,False
46.155320669139,False
9.95626305562608,False
40.23899031483956,False
8.779993400504715,False
98.01400784360017,True
52.32860321251641,True
95.41913919902811,False
81.89929461188387,False
39.6366697550827,False
23.63897116788104,False
74.6064685062521,True
57.08741588900921,False
14.959176526361162,False
21.84164394382685,False
74.29259833327109,True
13.85605223463494,False
47.36519002295936,True
10.86499914274517,False
8.461841228696066,False
22.185542165416283,False
56.0473910530306,False
68.17400951083593,True
51.23666206570403,False
0.03523799238266401,False
48.252474224621814,False
16.144112561128132,False
71.76137887276528,True
44.240372977252584,True
84.18712414937725,False
76.63622908616999,True
82.70773892286279,False
9.669430526592581,False
34.237965414570546,False
73.29965245249211,False
73.67777187122012,True
21.33518602570118,False
45.19416782186008,True
77.58082325961799,True
47.18253394517183,True
39.93858011609658,True
58.313482357731175,False
61.9632655967523,True
16.15522932318808,False
15.869710627573774,False
67.52987670719467,True
89.23855466895773,True
30.79960222381081,False
4.490857353953281,False
82.53279517506637,False
72.33049919038075,True
57.35497478443661,False
3.7633100115732177,True
89.80270814779962,True
86.13082278274415,False
59.86758024176987,False
82.56882022171219,False
31.38143531560973,True
58.09340599445648,True
31.244036690243803,False
29.435034295649977,False
89.83982035903706,False
95.07662384941644,True
52.36683453872415,True
57.408565647665974,False
20.29269246288917,True
98.6025898267137,True
46.920783378272276,False
55.009961652871155,True
86.59341485329293,False
63.729048357179195,False
12.291673873959997,False
18.14456320113199,True
66.58666400281939,True
63.20134210260048,False
28.839880164888676,False
24.287345975198516,False
18.341772129977674,True
59.35925043306154,True
44.268783572329696,True
56.58426704818116,True
98.786467516306,True
60.00146979718344,False
24.329350299515397,False
94.43923108276184,False
95.20297868717071,False
17.650441177096287,False
20.608223227059053,True
51.6902278818251,False
73.87090018189001,True
90.80621213400536,True
41.637131619305165,False
73.67001475052092,True
34.59059695027313,False
35.57001083538635,False
83.77153544213425,False
88.29676500019595,False
68.70587889957315,True
62.0804524907087,True
38.03199234859013,False
32.283018531521094,False
41.85014469077126,False
22.49466882237502,False
50.244075371916544,False
14.606637787736664,False
11.258136161622401,False
42.022623831717766,True
12.33522588766781,False
5.047110921192788,False
68.15556456848043,True
1.2186564636563313,False
5.301765879795772,False
3.5374857256664005,False
77.7537815211486,False
58.90472059845949,True
64.19306515349088,True
88.58213330179095,False
26.690464512098757,False
50.55971464216974,False
12.762911396414722,False
4.36382234361441,False
43.0024784128521,False
63.70453532674444,False
16.1858997821967,False
92.84191756807883,True
45.051348636171106,True
2.769429094109477,False
91.07038370763986,True
17.262787254385803,False
14.118906970534429,True
64.13683316173355,False
46.080664247512146,False
94.77241658932712,True
54.10883161455362,False
56.78625348527265,True
5.971729492824673,False
49.83483502761096,True
54.67534204629748,True
10.32060622862928,False
75.97661493230163,True
23.00223518470752,False
11.06361925096937,False
98.9132138374529,True
22.602140488259025,False
86.54264116031894,True
50.73350685405605,True
59.99617798960446,False
86.9424261907015,False
30.77982451733248,False
31.885579697625477,True
46.38157694643363,True
37.33408361340652,False
62.56315757058386,False
5.414958011569371,False
14.402362796586399,False
27.5063727063798,False
36.248195058636625,False
72.17345172567194,True
3.8697912887586616,False
88.2645651876079,True
89.0634045649985,True
39.78942935918124,False
22.505251428350558,False
22.047787931697204,False
59.366661566985,False
66.40690434389226,True
44.27471902559721,False
58.95158803078954,True
52.953139099138035,False
47.918232980689226,False
48.198128711750776,False
26.221602527714428,False
18.59234783559097,False
35.17161724863585,False
27.138099034005347,False
68.03323921248922,True
26.48015614239535,False
17.568339705182666,True
28.4721249422646,False
48.391260521851734,True
9.457419116726163,True
74.64589968696582,True
23.0285669178498,True
50.1400242729842,False
4.28743957004647,False
64.54402161752002,False
81.85654088891046,True
34.72515436188877,True
35.48008616560563,False
7.5096074761986875,True
11.888592889692163,False
86.83217439862963,False
93.52373148415171,True
94.99282467865278,True
29.209583032963693,False
38.14717510399682,False
40.737414679225814,False
63.519036745153024,False
41.00656800652045,True
12.609912942855106,False
86.75394547863323,True
86.10468443435555,True
17.530339330956846,True
69.32694652776775,False
73.52638578267339,True
21.963439510445482,False
94.2494966463409,False
9.993049968494594,False
66.51314308365353,True
21.01184221292981,False
35.904326958462974,False
46.90689917830596,False
8.658988587028693,False
70.06045887434604,True
47.46808440788666,False
36.289892808566336,False
10.806488042395102,True
74.76853783568313,False
40.826973008519786,False
62.45118840708076,True
60.2809978854143,True
66.37405916470307,True
63.805522501386214,True
70.25433013611702,False
87.67867328878393,False
96.28467107825205,True
70.77488325762941,True
46.91031189026125,True
16.967279858707084,False
19.126766586964916,True
39.38883476717858,False
45.77959067441828,True
38.48392037666518,False
43.0773703456219,True
95.05167935069566,True
28.520127697079268,True
68.56298006884997,True
92.8662565023857,False
45.70203309237779,False
10.629777675706432,False
22.22825975478949,False
51.803406833572275,True
5.448522591505411,False
41.037538820973666,False
80.61829835564107,False
61.158534686776676,False
76.77906120785546,True
48.015562325533146,False
29.302419875520403,True
51.911220569332414,True
71.6852154067267,True
35.641915502793864,False
34.75056363823681,False
3.5599976714587145,False
98.89832179609432,True
39.07921487708068,False
42.78101857638281,False
41.78066051155057,False
55.14357214415001,False
58.37545610386894,False
2.892732347668814,False
85.60375766389102,False
14.369762881503013,False
87.50143961348284,False
71.31753675066065,True
36.572253431425985,False
95.20564262732356,True
74.39133334333499,True
14.64421838377563,False
38.22094007787932,False
43.14400568560437,False
28.253704140131696,False
48.33038533332166,False
75.18915577134209,False
40.08087042757721,False
57.20976852798167,True
5.112731667415149,False
10.619934529582665,False
2.0996879482034436,False
78.89909965613872,True
69.54755973858774,True
68.10771407656058,True
53.23474861208789,True
91.20649916012566,False
70.22549870580819,True
43.008178507623974,False
56.063868991056424,True
59.23223356383866,True
14.025286392346981,True
58.96014455834403,False
74.94655601067777,False
28.87285217613249,False
92.15317302256666,True
21.445862739166046,False
65.53918796243357,False
73.87708174049811,True
68.78654304979001,False
58.666203420545116,False
4.034966007034102,False
0.098676776238249,False
33.433266532586984,True
52.48014838894868,True
43.046903138257434,False
85.72635042843244,True
82.80321379078134,True
3.296406003300778,False
54.50660160679125,False
52.02134989953283,False
82.01501451586658,True
97.90107077815006,True
14.661637551273298,True
50.0364475016011,True
25.437250742200046,False
16.260953857202367,False
23.352411293620634,False
48.30920233283462,False
53.22175241191716,True
58.047507398989964,True
44.67099885418742,True
16.357456644116287,False
99.91757910409879,True
14.812016476310252,False
7.151457321800969,False
29.73018457189056,False
27.237568003226897,True
96.19611470586726,True
20.513249947612433,False
2.6136590672035,False
47.02086398792411,False
15.847389995043981,False
64.20284450736688,False
55.364717659569685,True
62.78442761628883,True
65.37228202189324,True
88.235668862804,True
9.816072956726096,False
24.49473169177976,False
11.909961668380975,False
85.88600880038668,False
73.44848036859169,True
23.92779158677174,False
65.21010753061391,True
62.23643842986015,True
48.565794706100306,True
98.29745458786104,True
19.798312873508138,True
99.2416494756649,False
63.790261123319084,True
15.590217951702435,False
15.991708389351977,False
55.26924577281389,False
51.643581506394995,True
53.368391345314635,False
74.49605007611554,True
30.54261681709115,False
20.474117985201268,False
76.32959245429129,False
4.562197818580538,False
67.91347093700932,False
24.038565245876164,False
94.4709787548805,False
55.245973408838914,True
10.521335671029341,False
57.49186389781895,True
90.87336218454598,False
84.49766580735117,False
31.909079983825272,False
20.43965929299968,False
49.73031732505897,False
20.246234954569143,True
62.516927287897104,False
89.82823823323717,True
48.33069025809079,True
34.847669161838525,False
94.49851882130335,True
51.70220037941037,False
47.541149450164745,True
10.239499131814734,False
45.3955942722183,False
97.97650509591527,False
93.35923449399066,False
87.0579242585302,True
28.34185041864853,True
98.09282980297482,True
42.339967813578596,False
8.031123508753858,False
90.1325008992623,True
78.82163851177867,True
10.074931257558973,False
51.44328932585177,True
84.03664620020128,True
56.53624124601454,True
40.038088413405106,False
41.7070981091318,False
86.84217690022155,True
71.3815848748218,True
18.808880158163532,True
98.88274708559065,True
2.195424831249182,False
63.89002213057642,False
94.41150193142494,True
39.4068824713932,True
13.854201935872245,False
91.4127017392588,False
33.553523332012944,False
29.584721947247438,False
22.788881796557835,False
15.888583769276599,False
41.44148526937165,True
8.303451630225855,True
94.28193887451098,True
27.86617589785766,False
23.55294891974915,True
56.487846258305254,True
86.80841329165872,False
20.601881927661935,True
82.94792050921359,False
65.90213352303526,True
44.15049131087303,False
95.22524914426636,True
73.85372114506552,False
84.16943730858216,True
77.26367674590313,True
95.5989689004904,True
32.688116025356884,False
9.162190787626546,False
67.26445603605052,False
75.94148501294751,True
71.99016224786033,True
58.267422111521284,False
92.26785671373234,True
27.36106496645615,True
34.67052337842357,False
31.71005438240586,False
11.378259222632192,False
32.54952189583199,False
57.95822707353208,True
18.174849266347582,False
7.77342336030058,False
23.10796525799994,True
88.22066420591148,True
39.71835735054739,False
53.25155656689265,False
66.5209575700003,True
96.82790268647325,False
20.909087850599096,False
21.672711322157802,False
55.475688871401694,True
3.448804381216264,False
4.851436829947309,False
39.2013084162695,False
59.1304279124615,True
57.57089303026175,False
44.18893324284943,True
40.42282356750769,False
90.46336715794939,True
89.13527738724785,True
94.61783953007266,True
78.9541296313376,True
4.49102678636395,False
9.107382851105594,False
87.99515836255182,True
30.393649958319536,False
20.89307657929834,False
39.40962800321998,False
66.63239610109224,True
40.32646061090234,False
32.27232820026441,False
97.96217005724262,True
16.504449210528072,False
87.6059839879373,True
4.07558832309356,False
87.01507820830714,False
19.619791989553725,False
94.91595892400318,False
70.21729058648182,True
74.00378120568459,False
71.92336989018462,True
11.046040872284168,False
92.8251893482319,True
37.0907549000342,True
20.67720571596966,False
74.02765346680499,True
66.11529964004757,True
98.7713127341275,True
52.78114359756895,False
83.47452651361293,True
63.54716157950793,False
69.47992308488674,True
21.775250558093127,False
0.9762019443161241,True
38.79476819424542,False
41.125425170842455,True
8.524055961411136,False
12.970517141550953,False
93.06407589207507,True
5.171689365953602,False
52.256405783931584,True
90.92842735808603,False
53.47884173261277,False
61.9704491304411,False
75.21132174705663,False
54.040226916529456,True
90.24083538263531,True
14.649443660473482,False
40.256355355485155,True
86.76329767748082,True
65.0641724039029,True
46.390175692410985,True
90.9637362545315,True
38.06143717109548,True
67.06034201950946,True
25.575920815432372,False
13.997446945331337,True
96.51019137575354,True
1.5802018891025837,False
30.919840831059396,True
0.8332564377189322,False
83.42150619359555,True
88.02743827222059,True
53.213272340749626,True
2.2158756233784604,False
89.20965377050318,False
72.22921064405718,False
74.02360447454285,True
81.72132978481477,True
77.70782660708498,True
0.662084480865166,True
91.71763339947485,True
5.881054230927885,False
74.53754552503582,True
93.51048060752667,True
38.007204599195575,False
25.9863148544489,False
81.92048464168924,True
87.3746088928004,True
38.337042196340434,False
60.78068840909949,False
25.323798374073192,True
97.87746566246595,True
2.7168229560112223,False
35.10842243816011,False
6.477083711415588,True
57.51290046970126,False
71.25256215039273,True
32.01002148894491,True
99.97338506238601,True
96.94287680351485,True
16.40486894871518,False
41.33861170575525,True
88.96414008645363,True
64.85349012431088,False
8.618147590047942,False
61.55116528542872,True
18.451760039522203,False
84.42964535374364,True
15.38886125604726,False
0.9589877166301108,False
21.641593044302144,False
93.24671678111122,True
1.2940891100920782,False
68.51394824068619,False
45.78308895895693,False
55.86642271732034,True
95.87247477934373,True
86.29841251216072,True
22.30436202359605,False
86.84795767394378,True
74.78594162645055,True
84.0850821639211,False
93.34977913862666,False
60.06085280105955,True
15.087270767534733,False
20.745209880939143,False
80.7157847659669,True
16.526299335333196,True
85.64171896930809,False
66.83565628022305,True
25.377860072229254,True
76.77896897758374,True
39.04899596199509,True
15.83179635695232,False
41.686504008535906,True
42.68006797081099,False
22.268185810383844,False
87.13534140593973,False
7.292737714587039,False
29.41426944761355,True
69.2694369013786,True
74.98443432286722,True
21.395767973829983,False
25.376423370773526,False
62.28604975733772,False
85.14472862964611,False
34.62961801811905,False
86.3381268850608,True
15.78361309881834,False
70.91709839727784,False
62.106063118036914,True
67.19680995364826,False
24.09657362468286,False
42.903173631431436,False
6.648047326253293,False
55.54840980748635,True
68.89701794228021,True
41.2426808272587,True
0.5630311752571893,False
14.517257897303725,False
99.78451601747513,True
34.296394677309316,False
22.701951100461347,False
82.11243679671203,False
34.320364154874895,True
21.260694291876668,True
67.45813952096127,True
43.19806376571721,True
1.5009457338728271,True
65.89863404648324,False
23.29210990131617,False
26.309199790519877,False
36.60314595297651,False
59.80736990856547,True
4.9714543980620585,False
12.643182551966238,False
12.201230378019101,True
74.73041632442269,False
86.44023554972976,True
22.284526619519475,False
53.76214398530072,True
14.157773709835498,False
81.09033298449675,True
48.868968958214595,True
95.74741087065027,True
99.28215237405229,False
24.976559759716153,False
36.07204314267381,True
78.56616408535523,True
23.04640825677362,True
18.736957127002217,False
89.1191753152626,False
77.55472772975061,True
69.45695981669228,True
41.666828813091946,False
54.82654038950992,True
98.27668621983003,False
66.62050647597087,False
16.59918168419685,True
34.40158678551426,False
21.907053028649347,False
30.375912780846036,False
37.28179010227953,False
66.7027901070172,True
40.21677715642893,False
94.69396234077034,False
70.23359621609997,True
60.10820325947288,True
84.76429513390914,True
89.34597916942877,True
84.57436340018371,True
10.238898644087612,True
97.0358293592437,False
51.40326851221568,True
47.361805611730304,False
20.32308887087826,False
12.72735777117312,False
55.83887377819605,False
52.45380553647531,True
75.88704690450479,False
94.72540142174253,True
62.117735392790365,True
17.836244338933717,False
87.50415734593304,False
13.192024400263524,False
90.71418588946747,True
9.768582404595548,False
96.67971902680574,True
40.04777085144823,False
99.08827647554179,True
72.6078081082721,True
7.294922977243267,False
0.32343743754523757,False
99.38429044414494,False
93.47120724742169,True
54.29116713224498,False
5.0698241053342645,False
48.06482728291754,False
85.24747084947595,True
41.71651224540045,False
90.74491759132522,False
74.74625351112164,False
23.90575798361798,False
45.0392914638536,False
21.162793722520167,False
98.97002404654116,False
80.72831741529616,False
55.93674503410776,False
2.350739429541071,False
13.465044797242843,False
49.614725613985414,False
34.79150110464614,False
40.65171279713168,False
34.6920798041249,False
49.47375145432712,False
68.75514862678959,False
43.07745879063576,True
25.857236941324068,False
68.75217735247905,False
67.82891754126851,True
21.89567399297987,False
43.7526615679109,True
61.50120121036233,False
72.06291637401505,False
22.88565679988147,False
8.255879346631046,False
24.322074109500914,False
37.84672743584074,False
76.83191721378587,True
12.98298634323405,False
35.896909378602096,False
71.0596026505184,True
90.43905289344814,False
85.27483177754974,False
81.97838484463797,True
79.81644308538381,True
69.56887784165829,True
99.89179209696428,True
72.99883868841899,False
69.35400307435059,True
31.316110377257356,True
97.72598389278089,False
37.66907605573442,False
54.87821185091283,False
12.723795951957639,False
58.756669944725694,True
60.80746020899582,False
79.96707643729565,False
54.909545859232246,True
4.5724806367639985,False
36.46733038894796,True
81.14321631200467,True
57.86057873730653,False
13.323022363964043,False
46.6255314719471,True
5.141106671310547,False
3.9643149166292857,False
48.73190325853955,True
59.711498283240694,True
55.32972203584696,False
8.444279478198592,False
87.95448777307064,True
38.049962829322524,True
7.877160749548706,False
24.39682616226555,False
78.07533510973579,False
39.80778304239648,False
40.44557322108672,False
10.023981348876799,True
44.29326513310144,False
69.27029738387108,False
52.91503898707903,True
42.50894564151315,True
64.05754564872315,False
11.968555579697204,False
60.89256780115369,False
40.48342459140591,False
0.50585173169998,False
64.05309242459303,False
86.09425825105887,True
95.43939836726959,False
49.32147869234711,False
42.45169427273384,True
83.84309796577043,False
66.02486595764037,False
53.85703740895762,True
22.564741541382773,False
51.853918979212885,False
49.90130054211114,True
71.25242135437183,True
68.64028641065677,True
24.753580829336375,False
10.069902148235066,False
75.75182494989613,True
30.01430242993606,True
51.34658117488951,True
15.4937300445527,False
72.48520198498791,True
12.742006290878848,False
89.73279301903735,False
43.91242119959979,True
84.4549531654395,True
4.254667188466199,False
18.591709152054925,True
74.49100403641343,False
11.139556785800252,False
62.251470440162514,True
29.64687685909605,False
67.52873790452077,True
54.09800828173928,True
24.40844219850149,False
44.28446526865254,True
35.62659108624133,True
46.944875424638155,True
45.76804024874059,False
23.822200785553704,False
41.12837592302614,True
52.34644415762969,False
47.699851887455594,True
54.12093594614672,False
38.25444293681336,True
41.20340614878233,False
38.55751177267474,True
81.62745746673815,True
51.828906805818576,True
80.44850082311724,True
13.360034729046056,False
95.77154977866809,False
39.154655793534175,True
59.14520095328156,True
44.4846236059377,True
88.32386563151029,True
22.18725349971037,True
65.05616029867012,True
11.457051005313513,False
30.38785246991733,False
77.69407141634225,False
23.01789783244995,True
69.92268621094487,False
69.64075201416189,True
53.817760814471484,True
72.56917415548313,False
88.72828063448195,True
99.08912503002524,False
28.580144485657343,False
72.43620959760263,True
